datetime,Mean CH - layer 3 (Pliocene)
3/1/1963,279.728162
4/1/1963,279.1906975
5/1/1963,278.6709992
6/1/1963,278.1345008
7/1/1963,277.6158567
8/1/1963,277.0805718
9/1/1963,276.5459952
10/1/1963,276.0293806
11/1/1963,275.4963699
12/1/1963,274.9813769
1/1/1964,274.4501524
2/1/1964,273.9199164
3/1/1964,273.4247966
4/1/1964,272.8966178
5/1/1964,272.3865413
6/1/1964,271.860653
7/1/1964,271.3529001
8/1/1964,270.8295462
9/1/1964,270.307604
10/1/1964,269.8039132
11/1/1964,269.2850593
12/1/1964,268.7845815
1/1/1965,268.2693053
2/1/1965,267.7560505
3/1/1965,267.6756233
4/1/1965,267.16634
5/1/1965,266.675685
6/1/1965,266.1711306
7/1/1965,265.6852366
8/1/1965,265.5713688
9/1/1965,265.0745073
10/1/1965,264.5961814
11/1/1965,264.1046247
12/1/1965,263.6314878
1/1/1966,263.1453324
2/1/1966,262.384105
3/1/1966,262.3383475
4/1/1966,261.8599531
5/1/1966,261.399598
6/1/1966,260.926703
7/1/1966,260.4717161
8/1/1966,260.0044336
9/1/1966,259.5400665
10/1/1966,259.0934565
11/1/1966,258.6349833
12/1/1966,258.1941892
1/1/1967,257.7418559
2/1/1967,257.2927489
3/1/1967,256.8897909
4/1/1967,256.8284357
5/1/1967,256.4023843
6/1/1967,255.9656071
7/1/1967,255.5462294
8/1/1967,255.1164583
9/1/1967,254.6903162
10/1/1967,254.2813511
11/1/1967,253.8624453
12/1/1967,253.4605321
1/1/1968,253.0489612
2/1/1968,252.6411559
3/1/1968,252.2629808
4/1/1968,251.8625549
5/1/1968,251.4786723
6/1/1968,251.0859162
7/1/1968,250.7095562
8/1/1968,250.3246967
9/1/1968,249.9439583
10/1/1968,249.5794377
11/1/1968,249.2070613
12/1/1968,248.8508092
1/1/1969,248.4871773
2/1/1969,248.128147
3/1/1969,248.1631362
4/1/1969,247.8120785
5/1/1969,247.4768832
6/1/1969,247.4940583
7/1/1969,247.1681136
8/1/1969,246.5844288
9/1/1969,246.2581192
10/1/1969,245.9470036
11/1/1969,245.6304228
12/1/1969,245.3285342
1/1/1970,245.0211911
2/1/1970,244.7182333
3/1/1970,244.4479791
4/1/1970,244.1526241
5/1/1970,243.8701235
6/1/1970,243.5814395
7/1/1970,243.3048127
8/1/1970,243.0215987
9/1/1970,242.740741
10/1/1970,242.4709157
11/1/1970,242.1939605
12/1/1970,241.9274775
1/1/1971,241.6535327
2/1/1971,241.3807924
3/1/1971,241.1352716
4/1/1971,240.8642465
5/1/1971,240.6025293
6/1/1971,240.3324968
7/1/1971,240.0713924
8/1/1971,239.8016508
9/1/1971,239.5318269
10/1/1971,239.2705103
11/1/1971,239.0001574
12/1/1971,238.7381277
1/1/1972,238.4668488
2/1/1972,238.1949752
3/1/1972,237.940063
4/1/1972,237.6668466
5/1/1972,237.4017167
6/1/1972,237.1269284
7/1/1972,236.8602038
8/1/1972,236.5837089
9/1/1972,236.3063189
10/1/1972,236.0370325
11/1/1972,235.7578691
12/1/1972,235.4868743
1/1/1973,235.2059663
2/1/1973,234.9241965
3/1/1973,234.6690077
4/1/1973,234.3856602
5/1/1973,234.110713
6/1/1973,233.8258414
7/1/1973,233.5494773
8/1/1973,233.2632076
9/1/1973,232.9762808
10/1/1973,232.698029
11/1/1973,232.4099217
12/1/1973,232.1306017
1/1/1974,231.8414723
2/1/1974,231.551887
3/1/1974,231.2899863
4/1/1974,230.9996521
5/1/1974,230.7183745
6/1/1974,230.4274357
7/1/1974,230.1456553
8/1/1974,229.8542848
9/1/1974,229.5627619
10/1/1974,229.2805409
11/1/1974,228.9888481
12/1/1974,228.7065447
1/1/1975,228.4148537
2/1/1975,228.4279801
3/1/1975,228.1643299
4/1/1975,227.8725683
5/1/1975,227.5903829
6/1/1975,227.2990061
7/1/1975,227.0172641
8/1/1975,226.7264193
9/1/1975,226.435899
10/1/1975,226.1550861
11/1/1975,225.8653055
12/1/1975,225.5852706
1/1/1976,225.2963585
2/1/1976,225.007935
3/1/1976,224.4457631
4/1/1976,223.8762266
5/1/1976,223.6038285
6/1/1976,223.3229814
7/1/1976,223.0518076
8/1/1976,222.7722746
9/1/1976,222.4934448
10/1/1976,222.2242886
11/1/1976,221.9469075
12/1/1976,221.6791931
1/1/1977,221.4033432
2/1/1977,221.1283019
3/1/1977,220.8805518
4/1/1977,220.6071025
5/1/1977,220.3432826
6/1/1977,220.0715491
7/1/1977,219.8094209
8/1/1977,219.5394674
9/1/1977,219.2704409
10/1/1977,219.0109739
11/1/1977,218.7438121
12/1/1977,218.4861737
1/1/1978,218.2209259
2/1/1978,217.9566679
3/1/1978,217.7187988
4/1/1978,217.4564534
5/1/1978,217.2035249
6/1/1978,216.9431933
7/1/1978,216.6922297
8/1/1978,216.4339445
9/1/1978,216.1767109
10/1/1978,215.9287664
11/1/1978,215.6736225
12/1/1978,215.4277132
1/1/1979,215.174686
2/1/1979,214.675537
3/1/1979,214.4516307
4/1/1979,214.2048175
5/1/1979,213.966985
6/1/1979,213.7223177
7/1/1979,213.4865709
8/1/1979,213.0089896
9/1/1979,212.7702377
10/1/1979,212.3117105
11/1/1979,212.076716
12/1/1979,211.8503565
1/1/1980,211.6175808
2/1/1980,211.3859375
3/1/1980,211.1702322
4/1/1980,210.9407881
5/1/1980,210.719815
6/1/1980,210.4926222
7/1/1980,210.2738345
8/1/1980,210.0489053
9/1/1980,209.8251294
10/1/1980,209.6096534
11/1/1980,209.3881511
12/1/1980,208.9640981
1/1/1981,208.7474574
2/1/1981,208.5319655
3/1/1981,208.1346556
4/1/1981,207.9233455
5/1/1981,207.7199241
6/1/1981,207.5108678
7/1/1981,207.3096296
8/1/1981,207.10283
9/1/1981,206.8971755
10/1/1981,206.6992261
11/1/1981,206.30382
12/1/1981,206.1095837
1/1/1982,205.9100102
2/1/1982,205.7115718
3/1/1982,205.5332631
4/1/1982,205.3369825
5/1/1982,205.1480919
6/1/1982,204.7712894
7/1/1982,204.5856312
8/1/1982,204.3949088
9/1/1982,204.2053078
10/1/1982,204.0228711
11/1/1982,203.8354701
12/1/1982,203.6551581
1/1/1983,203.3009612
2/1/1983,203.1169926
3/1/1983,202.9517329
4/1/1983,202.7698734
5/1/1983,202.5949131
6/1/1983,202.4152198
7/1/1983,202.2423484
8/1/1983,202.0648053
9/1/1983,201.8883485
10/1/1983,201.7185971
11/1/1983,201.5442649
12/1/1983,201.3765613
1/1/1984,201.2043359
2/1/1984,201.0331741
3/1/1984,200.8739824
4/1/1984,200.7048686
5/1/1984,200.5421995
6/1/1984,200.2136478
7/1/1984,200.0539697
8/1/1984,199.8900464
9/1/1984,199.7272134
10/1/1984,199.7246447
11/1/1984,199.7213595
12/1/1984,199.56559
1/1/1985,199.4057557
2/1/1985,199.2470536
