datetime,Mean CH - layer 2 (Intermediate Aquifer)
9/1/1960,48.90960629
10/1/1960,48.87242258
11/1/1960,48.80931681
12/1/1960,48.77600465
1/1/1961,48.74577422
2/1/1961,48.72474506
3/1/1961,48.70127105
4/1/1961,48.68541451
5/1/1961,48.66688607
6/1/1961,48.63902693
7/1/1961,48.63844462
8/1/1961,48.62057527
9/1/1961,48.60379161
10/1/1961,48.58193107
11/1/1961,48.56315373
12/1/1961,48.54752703
1/1/1962,48.52827822
2/1/1962,48.50386994
3/1/1962,48.48268919
4/1/1962,48.47280479
5/1/1962,48.45802944
6/1/1962,48.43224419
7/1/1962,48.41419781
8/1/1962,48.39177971
9/1/1962,48.36265387
10/1/1962,48.30811982
11/1/1962,48.27071227
12/1/1962,48.22931507
1/1/1963,48.19457044
2/1/1963,48.14668719
3/1/1963,48.12402473
4/1/1963,48.10408174
5/1/1963,48.07364918
6/1/1963,48.05714476
7/1/1963,48.03937543
8/1/1963,48.01888435
9/1/1963,47.98226636
10/1/1963,47.95217526
11/1/1963,47.9173865
12/1/1963,47.87503408
1/1/1964,47.85443154
2/1/1964,47.82170072
3/1/1964,47.80364709
4/1/1964,47.79159423
5/1/1964,47.77511674
6/1/1964,47.75256139
7/1/1964,47.7220985
8/1/1964,47.68577541
9/1/1964,47.65163353
10/1/1964,47.59969851
11/1/1964,47.55205428
12/1/1964,47.50893038
1/1/1965,47.44677074
2/1/1965,47.37700519
3/1/1965,47.32715083
4/1/1965,47.25440765
5/1/1965,47.18457448
6/1/1965,47.12124195
7/1/1965,47.07050786
8/1/1965,46.98548817
9/1/1965,46.9277992
10/1/1965,46.85222227
11/1/1965,46.79064457
12/1/1965,46.70656929
1/1/1966,46.63710218
2/1/1966,46.57282094
3/1/1966,46.53256932
4/1/1966,46.46136138
5/1/1966,46.38674905
6/1/1966,46.32903463
7/1/1966,46.25496167
8/1/1966,46.1881454
9/1/1966,46.1226084
10/1/1966,46.03936658
11/1/1966,45.97534438
12/1/1966,45.91890007
1/1/1967,45.83667656
2/1/1967,45.7549674
3/1/1967,45.71976479
4/1/1967,45.67777916
5/1/1967,45.65227323
6/1/1967,45.62139232
7/1/1967,45.59529983
8/1/1967,45.57740062
9/1/1967,45.54055013
10/1/1967,45.51700507
11/1/1967,45.49736823
12/1/1967,45.46319478
1/1/1968,45.4310961
2/1/1968,45.40647574
3/1/1968,45.38506799
4/1/1968,45.37539569
5/1/1968,45.36969117
6/1/1968,45.36396734
7/1/1968,45.3586113
8/1/1968,45.35190227
9/1/1968,45.3430255
10/1/1968,45.31246841
11/1/1968,45.29881107
12/1/1968,45.27026022
1/1/1969,45.2624799
2/1/1969,45.24499171
3/1/1969,45.24051046
4/1/1969,45.23651929
5/1/1969,45.2329047
6/1/1969,45.22911735
7/1/1969,45.21598771
8/1/1969,45.2123769
9/1/1969,45.20875041
10/1/1969,45.20517923
11/1/1969,45.20121478
12/1/1969,45.1960803
1/1/1970,45.19033005
2/1/1970,45.1846423
3/1/1970,45.17450245
4/1/1970,45.17003554
5/1/1970,45.16592834
6/1/1970,45.16163386
7/1/1970,45.15710584
8/1/1970,45.15219064
9/1/1970,45.14613831
10/1/1970,45.12970719
11/1/1970,45.10284863
12/1/1970,45.09070331
1/1/1971,45.06706925
2/1/1971,45.04364601
3/1/1971,45.04261998
4/1/1971,45.0424676
5/1/1971,45.03752443
6/1/1971,45.01924443
7/1/1971,45.01447576
8/1/1971,45.01013835
9/1/1971,45.00525564
10/1/1971,45.00017062
11/1/1971,44.98805806
12/1/1971,44.98151483
1/1/1972,44.98287265
2/1/1972,44.97563701
3/1/1972,44.96982624
4/1/1972,44.97505646
5/1/1972,44.96931739
6/1/1972,44.95616283
7/1/1972,44.90618932
8/1/1972,44.87819725
9/1/1972,44.83448121
10/1/1972,44.79446265
11/1/1972,44.78105509
12/1/1972,44.77265227
1/1/1973,44.75929412
2/1/1973,44.75076997
3/1/1973,44.75144848
4/1/1973,44.74657111
5/1/1973,44.74203687
6/1/1973,44.73220477
7/1/1973,44.72784843
8/1/1973,44.72325814
9/1/1973,44.72226928
10/1/1973,44.72643219
11/1/1973,44.72173139
12/1/1973,44.70695623
1/1/1974,44.70234783
2/1/1974,44.70721504
3/1/1974,44.70354516
4/1/1974,44.69952685
5/1/1974,44.69577524
6/1/1974,44.69184241
7/1/1974,44.69697717
8/1/1974,44.69230394
9/1/1974,44.67489405
10/1/1974,44.67043814
11/1/1974,44.66042517
12/1/1974,44.65525414
1/1/1975,44.64992842
2/1/1975,44.64532947
3/1/1975,44.64159969
4/1/1975,44.63760939
5/1/1975,44.63379757
6/1/1975,44.62974402
7/1/1975,44.62536161
8/1/1975,44.63018355
9/1/1975,44.61832576
10/1/1975,44.60011488
11/1/1975,44.56666627
12/1/1975,44.53235307
