Aquifer,Top,Bot,Thick_ft,Description
Lower,1082,1092,10,sand
Lower,1092,1102,10,clay
Lower,1102,1104,2,sand
Lower,1104,1107,3,clay
Lower,1107,1114,7,sand
Lower,1114,1122,8,clay
Lower,1122,1129,7,sand
Lower,1129,1137,8,clay
Lower,1137,1144,7,sand
Lower,1144,1152,8,clay
Lower,1152,1162,10,sand
Lower,1162,1172,10,clay
Lower,1172,1177,5,sand
Lower,1177,1182,5,clay
Lower,1182,1188,6,sand
Lower,1188,1189,1,sand
Lower,1189,1191,2,clay
Lower,1191,1198,7,clay
Lower,1198,1206,8,sand
Lower,1206,1210,4,clay
Lower,1210,1357,147,sand
Lower,1357,1434,77,sand
Lower,1434,1435,1,sand
Lower,1435,1437,2,clay
Lower,1437,1440,3,sand
Lower,1440,1444,4,clay
Lower,1444,1448,4,sand
Lower,1448,1452,4,clay
Lower,1452,1471,19,sand
Lower,1471,1491,20,clay
Lower,1491,1493,2,sand
Lower,1493,1496,3,clay
Lower,1496,1499,3,sand
Lower,1499,1502,3,clay
Lower,1502,1506,4,sand
Lower,1506,1510,4,clay
Lower,1510,1519,9,sand
Lower,1519,1520,1,sand
Lower,1520,1522,2,clay
Lower,1522,1525,3,sand
Lower,1525,1529,4,clay
Lower,1529,1531,2,sand
Lower,1531,1533,2,clay
Lower,1533,1533,0,sand
Lower,1533,1534,1,clay
Lower,1534,1534,0,sand
Lower,1534,1535,1,clay
Lower,1535,1561,26,sand
Lower,1561,1587,26,clay
Lower,1587,1612,25,clay
Lower,1612,1625,13,sand
Lower,1625,1639,14,clay
Lower,1639,1652,13,sand
Lower,1652,1666,14,clay
Lower,1666,1669,3,sand
Lower,1669,1673,4,clay
Lower,1673,1680,7,clay
Lower,1680,1693,13,clay
Lower,1693,1728,35,sand
Lower,1728,1740,12,sand
Lower,1740,1753,13,clay
Lower,1753,1756,3,sand
Lower,1756,1768,12,sand
Lower,1768,1780,12,clay
Lower,1780,1782,2,sand
Lower,1782,1784,2,clay
Lower,1784,1786,2,sand
Lower,1786,1788,2,clay
Lower,1788,1798,10,sand
Lower,1798,1808,10,clay
Lower,1808,1825,17,sand
Lower,1825,1836,11,sand
Lower,1836,1848,12,clay
Lower,1848,1851,3,sand
Lower,1851,1855,4,clay
Lower,1855,1863,8,sand
Lower,1863,1871,8,clay
Lower,1871,1881,10,sand
Lower,1881,1892,11,clay
Lower,1892,1893,1,sand
Lower,1893,1895,2,clay
Lower,1895,1895,0,sand
Lower,1895,1896,1,clay
Lower,1896,1896,0,sand
Lower,1896,1897,1,clay
Lower,1897,1898,1,sand
Lower,1898,1899,1,clay
Lower,1899,1900,1,sand
Lower,1900,1901,1,clay
Lower,1901,1927,26,clay
Lower,1927,1937,10,sand
Lower,1937,1943,6,sand
Lower,1943,1950,7,clay
Lower,1950,1951,1,sand
Lower,1951,1952,1,clay
Lower,1952,1953,1,sand
Lower,1953,1955,2,clay
Lower,1955,1970,15,sand
Lower,1970,1971,1,sand
Lower,1971,1972,1,clay
Lower,1972,1973,1,sand
Lower,1973,1974,1,clay
Lower,1974,1974,0,sand
Lower,1974,1975,1,clay
Lower,1975,1976,1,sand
Lower,1976,1977,1,clay
Lower,1977,1999,22,sand
Lower,1999,2021,22,clay
Lower,2021,2021,0,sand
Lower,2021,2022,1,clay
Lower,2022,2023,1,sand
Lower,2023,2024,1,clay
Lower,2024,2028,4,sand
Lower,2028,2032,4,clay
Lower,2032,2073,41,sand
Lower,2073,2114,41,clay
Lower,2114,2155,41,sand
Lower,2155,2197,42,clay
Lower,2197,2225,28,sand
Lower,2225,2254,29,clay
Lower,2254,2265,11,sand
Lower,2265,2277,12,clay
Lower,2277,2299,22,sand
Lower,2299,2322,23,clay
Lower,2322,2341,19,sand
Lower,2341,2361,20,clay
Lower,2361,2370,9,sand
Lower,2370,2379,9,clay
Lower,2379,2396,17,sand
Lower,2396,2413,17,clay
Lower,2413,2430,17,sand
Lower,2430,2447,17,clay
